country,countryiso3code,education_expenditure_2015,education_expenditure_2016,education_expenditure_2017,education_expenditure_2018,education_expenditure_2019,education_expenditure_2020,education_expenditure_2021,education_expenditure_2022,exports_2015,exports_2016,exports_2017,exports_2018,exports_2019,exports_2020,exports_2021,exports_2022,gdp_2015,gdp_2016,gdp_2017,gdp_2018,gdp_2019,gdp_2020,gdp_2021,gdp_2022,gdp_per_capita_2015,gdp_per_capita_2016,gdp_per_capita_2017,gdp_per_capita_2018,gdp_per_capita_2019,gdp_per_capita_2020,gdp_per_capita_2021,gdp_per_capita_2022,health_expenditure_2015,health_expenditure_2016,health_expenditure_2017,health_expenditure_2018,health_expenditure_2019,health_expenditure_2020,health_expenditure_2021,infant_mortality_rate_2015,infant_mortality_rate_2016,infant_mortality_rate_2017,infant_mortality_rate_2018,infant_mortality_rate_2019,infant_mortality_rate_2020,infant_mortality_rate_2021,infant_mortality_rate_2022,inflation_rate_2015,inflation_rate_2016,inflation_rate_2017,inflation_rate_2018,inflation_rate_2019,inflation_rate_2020,inflation_rate_2021,inflation_rate_2022,life_expectancy_2015,life_expectancy_2016,life_expectancy_2017,life_expectancy_2018,life_expectancy_2019,life_expectancy_2020,life_expectancy_2021,life_expectancy_2022,pm25_air_pollution_2015,pm25_air_pollution_2016,pm25_air_pollution_2017,pm25_air_pollution_2018,pm25_air_pollution_2019,pm25_air_pollution_2020,population_2015,population_2016,population_2017,population_2018,population_2019,population_2020,population_2021,population_2022,undernourishment_rate_2015,undernourishment_rate_2016,undernourishment_rate_2017,undernourishment_rate_2018,undernourishment_rate_2019,undernourishment_rate_2020,undernourishment_rate_2021,unemployment_rate_2015,unemployment_rate_2016,unemployment_rate_2017,unemployment_rate_2018,unemployment_rate_2019,unemployment_rate_2020,unemployment_rate_2021,unemployment_rate_2022
Low & middle income,LMY,3.71097993850708,3.76761746406555,3.76526999473572,3.6420978307724,3.65236973762512,3.99414002895355,3.82175827026367,3.59078752994538,5879384725682.45,5675517320042.81,6367619623250.48,7012911487694.22,6942304538321.09,6448822062171.45,8378720651672.33,9403163811122.12,25326526306958.9,25586586836480,27933259327710.6,29703722066967.9,30424528245038.4,29491920680088.1,34734957850217.4,36438640513559.9,4214.45758022272,4202.3081380546,4528.2851864622,4754.57584654863,4810.52084108954,4608.95487620396,5370.44444121979,5582.45257367253,223.21271276209,222.13144115241101,238.803968941473,250.501484825546,257.057655461209,260.739780326951,294.474399684136,35.2296039706267,34.140237039583,33.1420170305948,32.8679069649789,32.2270018244075,31.8852784756084,31.3920598166102,30.5938592384714,3.16909796750829,3.01913975139128,3.66699702675916,3.35102208952149,2.7264303738882,2.99313555869917,4.22278962033194,8.33370630096231,70.4162036569678,70.6978394514758,70.9271487311159,71.2136725409061,71.4132799918996,70.7470227263572,69.7240843829629,70.3955870414692,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,6009439133,6088698400,6168617518,6247396829,6324580903,6398830423,6467799496,6527353351,9.79446384817297,9.71636323885844,9.58712071711256,9.64020239756344,10.1820024580811,10.9132276521396,11.4435821908234,5.91321332395688,5.98192555871534,6.00338296990549,5.92839217387876,5.78935121664157,6.61472887377826,6.1479540310899,5.4527967740796
Low income,NA,3.35014832019806,2.93488502502441,3.34989738464356,3.38626492023468,3.52622723579407,3.57657194137574,3.94350361824036,3.76730716228485,70127784182.7588,60599256995.7828,75005339672.6698,82379708543.0483,81461814760.5589,76308841217.7182,95512171430.9298,115291509842.716,416120726145.318,383741508244.759,401921089084.377,418228093932.972,445278364305.202,439782467036.046,466420564539.205,530578689814.764,714.771564692477,642.048021882497,654.651268016387,662.943016876892,686.357799279352,659.290978844395,680.657477755926,753.954266799717,38.8362912165392,36.8403376615423,34.7203417017053,32.5322423750511,33.3698196647593,35.339479037683,36.5002865581954,54.5,53.1,51.8,50.5,49.2,47.9,46.8,45.7,4.37712665065654,5.70637504616212,8.15686323403371,3.43946902997589,2.80270307928106,4.33296874711709,5.03580768165292,9.95043894711641,61.6995184139706,62.2142411499284,62.623713909071,62.9952039179532,63.4239909431004,62.9545325364614,62.4961095080066,63.0113103919239,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,582173028,597683499,613946858,630865826,648755452,667053670,685250041,703727949,24.5454158024997,25.2827598767661,25.7537591040832,25.9689208462201,26.9035563402185,27.7357859181625,28.3801145012404,4.89741384126824,4.99568946610451,5.0892095856532,5.01295803880824,5.00826879309828,5.70806788893761,5.65437681718971,5.14926266343129
Lower middle income,NA,3.59894990921021,3.4730931520462,3.73344993591309,3.17833650112152,3.4130699634552,3.71980679035187,3.32718992233276,3.44491457939148,1151273688176.03,1170166717744.57,1332126820862.18,1480631448205.57,1512971943781.84,1387807584341.65,1733674533462.88,2030180799692.43,5083698600746.07,5297558624291.54,5693069209502.07,5979736767522.21,6278114868365.95,6081790240107.94,6894335373844.59,7341102945343.33,1856.92603274113,1906.05841740326,2018.06133276216,2089.07047033603,2162.54888541798,2065.92318543948,2311.12106091849,2430.52646293958,73.5973347234948,73.272255367667,71.2619191548405,72.929004667456,76.6750686999522,78.8427353348457,90.2456944453202,41.4,40.2,39.1,37.9,36.9,35.8,34.8,33.7,3.23658600886781,3.20522434559745,3.52025688811617,4.0611633875107,3.31925372703827,4.92488537408932,4.31527983386854,7.93092925430087,67.6255898011124,68.0092878079906,68.333481290700007,68.5763043724071,68.7796405170075,68.2446418156649,66.5328126185319,67.1969794891736,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,2737695800,2779326476,2821058566,2862391122,2903108878,2943860780,2983113040,3020375650,12.5918621551521,12.2403493967353,11.836123323954,11.8540885212058,12.7260743181843,13.8786326810205,14.6854268760985,6.33438594890753,6.18228054260817,6.22011004292745,6.14458475751361,5.64287059341806,6.70232245326264,6.05135761023369,4.94016547872947
Luxembourg,LUX,3.76792001724243,4.46611595153809,3.48645997047424,3.66211009025574,3.73606991767883,3.85349988937378,3.71989011764526,4.70302200317383,115238593327.577,118895618024.066,126658587133.284,140226660132.432,144262145087.192,149698347665.87,182484723315.144,172491346657.51,60071584216.1375,62216885435.9488,65712180342.9836,71000359760.4611,69890505323.5842,73699366700.2134,85584105993.8746,81641807865.7591,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,5422,5475,5713,6227,6222,6786,7636,2.2,2.2,2.2,2.3,2.3,2.3,2.2,2.2,0.474743161437779,0.290833333333317,1.73079959118887,1.5281952430738,1.74332075653848,0.819957302127036,2.52692009066166,6.33600807777919,82.2926829268293,82.6853658536585,82.0951219512195,82.2951219512195,82.6390243902439,82.1439024390244,82.5975609756098,83.0463414634146,10.3915303158858,9.61318538725802,9.60846654630366,9.29178826573985,8.4591046194554,8.67476189540246,569604,582014,596336,607950,620001,630419,640064,653103,2.5,2.5,2.5,2.5,2.5,2.5,2.5,6.669,6.291,5.522,5.585,5.595,6.773,5.247,4.585
"Macao SAR, China",MAC,3.00247001647949,3.09952998161316,2.70949006080627,2.7334098815918,3.0654399394989,6.38948011398315,5.10697984695435,6.18937015533447,35365862822.1056,34542937992.7415,40576247124.8135,45626098558.9731,45556578489.233,15578174258.7553,28163025268.0272,21070881512.5119,45048190598.3249,45070808688.9611,50383871120.8733,55190661339.7796,55082293844.1008,25343525935.8358,30969334705.0515,24464719190.0616,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,4.56056338028173,2.36895749705906,1.22812404052801,3.00446293166953,2.75193081051975,0.811410511491235,0.0264543647054816,1.04502802369988,83.984,84.231,84.563,84.928,84.978,85.184,85.399,85.377,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,615239,626688,638609,650991,663653,676283,686607,695168,5.8,5.7,5.6,5.4,6.4,7.1,8,1.81,1.939,1.987,1.834,1.749,2.566,2.252,2.476
Madagascar,MDG,2.70418834686279,2.69792056083679,2.70137405395508,3.04906916618347,3.01338386535645,3.25443387031555,3.19807553291321,3.13901996612549,3214678738.49738,3447066213.68097,4071827552.94261,4339367350.69394,4009166482.22619,2628831060.657,3314741894.21611,4647949381.9415,11323020701.3017,11848613858.442,13176313593.5509,13760033282.2925,14104664678.5063,13051441203.9474,14554754116.5427,15302510500.0528,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,22.81040573,24.77560616,24.17928314,21.67276382,15.88729572,17.21605492,17.64008904,45.2,45.1,45.1,45.2,45.3,45.4,45.4,45.1,7.40419174202129,6.03575858154679,8.60905075422949,8.59422958870476,5.61051441492365,4.20179312190557,5.81225118787715,8.16059031991844,64.339,64.997,65.094,65.27,65.882,65.182,64.485,65.23,16.0777176618248,16.138736457425,12.5514997924024,12.7238095692816,12.7945386496097,12.7535199510191,24850912,25501941,26169542,26846541,27533134,28225177,28915653,29611714,40.4,41.9,42.8,44.7,47.1,49.5,51,1.785,1.944,2.113,2.289,2.46,3.246,3.415,3.186
Malawi,MWI,3.44449663162231,3.24413061141968,3.57505488395691,3.32295989990234,3.32295989990234,3.32295989990234,3.32295989990234,3.32295989990234,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,9219474379.31534,7909868618.46366,8943543677.18899,9880675785.93057,11077305329.6417,12041250083.8828,12580922008.2096,13129458325.7379,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,35.27587891,34.32816696,37.93450165,36.97562408,41.78248596,42.5414238,46.55551147,38.5,36.8,35.3,34.1,32.9,31.8,30.9,30.1,21.8673475542553,21.7111132136499,11.5433939188771,12.420178108921,9.3708360560567,8.62551469650552,9.33014410835212,20.953969729969,61.378,62.209,62.977,63.276,64.119,63.717,62.904,62.898,25.0076393017599,24.9604610605181,21.2909459360983,21.1973847101807,22.3370229833525,23.6983194353464,16938942,17405624,17881167,18367883,18867337,19377061,19889742,20405317,13.9,14.3,15.1,15.7,16.5,17.2,17.8,4.95,5.003,5.033,5.003,4.949,5.681,5.585,5.051
Malaysia,MYS,4.70381021499634,4.34598445892334,4.18488502502441,4.13194847106934,3.97953963279724,4.51888704299927,4.26109409332275,3.49933791160583,209287287856.543,201165058574.724,223413837325.056,245967590635.246,238379861290.486,207798540352.974,264015642139.891,313208233537.594,301355266964.947,301256033870.334,319109094160.343,358788845712.53,365177721021.516,337456163961.211,373832428055.449,407027451714.616,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,370.71954346,353.64028931,370.71844482,416.32000732,427.46286011,414.96350098,487.00881958,7,7,7,6.9,6.9,6.8,6.8,6.7,2.10438980238359,2.09056659525742,3.87120115774237,0.884709160571235,0.662891865764326,-1.1387021539305,2.47710241465447,3.37869862549928,75.094,75.289,75.476,75.644,75.76,75.938,74.884,76.26,16.9297330913892,16.3864419259472,14.9450075810201,16.6541753286852,17.8197510834605,16.1938532237922,31068833,31526418,31975806,32399271,32804020,33199993,33573874,33938221,6.1,5.7,5.2,4.4,3.8,3.2,2.7,3.1,3.44,3.41,3.3,3.26,4.54,4.64,3.93
Maldives,MDV,4.62230539321899,4.43873596191406,3.8226854801178,3.85681772232056,4.12356948852539,5.84760808944702,4.61379766464233,4.67344331741333,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,4129505319.12921,4409942623.85538,4816426256.52914,5404344162.69888,5726094799.37709,3712604583.36665,5254366312.27648,6170638746.31376,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,823,993,933,805,852,826,1039,8.4,7.7,7.1,6.5,6,5.5,5.1,4.8,0.953206658777607,0.502509413611612,2.81747338234509,-0.133373386117595,0.220029731065383,-1.36977425569811,0.543149688737013,2.33314337624567,79.695,79.872,79.943,80.013,80.116,79.875,79.918,80.839,10.8085614263778,12.3754871852488,11.3333706146388,12.5034619255463,12.3139819141366,12.0123911668511,435582,454252,472442,489758,504508,514438,521457,523787,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,6.612,5.77,5.376,4.959,4.562,5.404,5.021,4.424
Mali,MLI,3.80152010917664,3.09477996826172,3.78976988792419,3.55817008018494,3.55504989624023,3.95445990562439,4.36370992660522,4.03505516052246,3150871348.28648,3288114305.16061,3413353930.70002,4186182064.01453,4441938779.19137,5354300846.66496,5380996372.83366,5445138868.6298,13104764378.326,14026048335.7047,15365713048.1993,17070867589.9055,17280250810.0321,17465392764.3706,19309463508.0377,18780322203.7584,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,29.7465477,28.3053112,29.23488998,31.96352005,32.17400742,28.85294724,40.1202507,70,68.5,67.1,65.7,64.2,62.9,61.4,60.1,1.45069057605961,-1.79964707083386,1.75985742927156,0.299546507387934,-1.65826694846365,0.438088940320668,3.92560283104276,9.62147608489072,58.363,58.731,59.132,59.393,59.664,58.633,58.941,59.417,74.1479908356132,66.1872302945193,66.774344334826,63.6849309047317,57.3904374306355,56.7830489222988,18112907,18700106,19311355,19934298,20567424,21224040,21904983,22593590,4.2,3.8,3.9,4.3,6.6,9.7,12.8,1.406,1.367,1.494,1.62,2.414,3.528,2.29,3.09
Malta,MLT,5.02398014068604,5.10765981674194,4.56079006195068,4.92361116409302,4.8993501663208,5.6448712348938,5.36479997634888,5.36479997634888,17149447462.3209,18412285257.9252,21318655585.5993,24755306920.6489,26218369672.5312,26504878546.9161,30117508100.8653,30470368358.8796,11091483659.6156,11668015565.8082,13484541925.7714,15404393365.2073,16004563885.7539,15249999048.0297,18123718946.6006,18357069272.7682,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,2243,2321,2552,2754,2944,3135,3642,5.7,5.7,5.6,5.4,5.3,5.2,5,4.9,1.10054826378929,0.642702771527304,1.36435448150708,1.15782362451517,1.6420600176894,0.638544956776712,1.49789217934724,6.15375621933037,81.8975609756097,82.4536585365854,82.3463414634146,82.4487804878049,82.8585365853659,82.3487804878049,82.5073170731707,82.7,13.6814730924333,12.5325633579629,12.9026022733936,13.1132959646537,12.5909175285117,11.7226648774147,445053,455356,467999,484630,504062,515332,518536,531113,2.5,2.5,2.5,2.5,2.8,3.7,4.6,5.389,4.694,4.008,3.665,3.627,4.357,3.403,2.929
Marshall Islands,MHL,9.92057037353516,9.92057037353516,9.92057037353516,9.92057037353516,9.92057037353516,9.12736018498739,8.33414999643962,7.54093980789185,81272850.0366211,73643501.2817383,83584335.3271484,87396614.074707,86317451.4770508,85811126.7089844,120634040.83252,119741714.477539,183222930.908203,200900711.05957,212935714.72168,219430038.452148,231996704.101563,240751144.40918,257784881.591797,258774475.097656,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,571.25274658,654.56994629,646.29205322,736.77416992,782.23565674,707.47979736,766.9440918,29.1,28.5,27.8,27.1,26.3,25.5,24.7,24,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,63.827,64.057,64.27,64.5,64.746,64.977,65.269,65.146,10.2729137216564,10.3445553141009,10.3834288658063,10.5429075377745,10.8031103210849,10.7256194470999,49410,48329,47187,45989,44728,43413,42050,41569,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586
Mauritania,MRT,2.82956600189209,1.94405996799469,1.9037666320800766,1.8634732961654634,1.82317996025085,1.802649974823,1.891970038414,2.44024252891541,1862093480.46905,2170784113.99718,2346432964.67156,2734291920.6783,3347184840.42049,3420455747.23413,3675736238.79967,4807056423.78194,6166863896.68677,6398747592.13185,6800135898.28827,7473550557.07378,7894764885.82312,8260752385.23089,9222536364.01272,9744039514.55646,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,57.40904617,48.89683914,54.19649506,55.62037659,60.7460022,63.2988472,89.28845215,37.3,36.4,35.6,34.7,33.9,33,32.2,31.4,3.25472688117631,1.47171045650004,2.25427651934813,3.06735996058356,2.30009262117937,2.3856948845632,3.56516484650185,9.52526628622843,64.485,64.768,65.083,65.31,65.687,64.532,64.364,64.691,83.0276343912381,76.5480652857383,79.9744180761698,75.8344786877967,72.1994109024446,70.8224442103687,3946220,4051890,4160015,4270712,4383849,4498604,4614974,4736139,6.8,7,7,6.9,7,7.5,8.7,10.109,10.286,10.336,10.438,10.416,11.01,11.068,10.602
Mauritius,MUS,4.75847005844116,4.88207006454468,4.87887001037598,4.67447996139526,4.54195022583008,4.35243988037109,4.67151021957397,4.84085988998413,6183497020.54101,6193059608.01233,6603761656.13655,6792605733.41506,6448303392.07697,4489066530.29348,5076281376.82654,7156205104.81743,12007291045.6489,12594155464.4136,13713506130.6081,14735695930.9727,14436346979.6355,11408106446.3144,11484348766.0434,12927979286.0453,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,515.37243652,539.51226807,594.62731934,641.56152344,670.97399902,569.434021,564.90075684,12.9,13,13.3,13.7,14,14.1,13.9,13.4,1.2865497076024,0.9776751347189652,3.66699702675916,3.21605383144579,0.405655190309553,2.5808007718283,4.02852888157376,10.7737512242899,74.3531707317073,74.3948780487805,74.5146341463415,74.4163414634146,74.2358536585366,74.1770731707317,73.680243902439,73.5146341463415,9.13027374403697,8.98829540881102,8.99594985085889,9.64568180967703,9.27666690706869,9.15296880580014,1262879,1263747,1264887,1265577,1265985,1266014,1266334,1262523,5.9,6.1,6.2,5.9,6.6,6.9,6.8,7.41,6.814,6.752,6.427,6.331,8.627,7.719,6.322
Mexico,MEX,5.05087995529175,4.75795984268188,4.39752006530762,4.13945007324219,4.320024967193605,4.50059986114502,4.24952983856201,4.24952983856201,414495031033.993,409476294705.042,446688309687.408,490508969545.438,502467565593.676,439853110556.611,534121594484.484,625732377983.192,1213294467716.88,1112233497452.7,1190721475906,1256300182879.73,1305211135822.61,1120832412468.85,1313069763986.6,1463323889036.56,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,558.1651001,492.87399292,514.88970947,530.64782715,552.70422363,538.51751709,610.64532471,14,13.5,13.1,12.7,12.2,11.8,11.4,11,2.72064064964023,2.8217078474766,6.04145724018986,4.89935015356551,3.63596142127046,3.39683415570006,5.68920847683753,7.8962761916855,74.682,74.412,74.138,74.015,74.202,70.133,70.213,74.832,19.4864853369113,18.8449182383899,18.3002285485373,16.652186272493,14.7051077997851,14.9923440243315,120149897,121519221,122839258,124013861,125085311,125998302,126705138,127504125,3.9,3.8,3.8,3.4,2.8,2.5,2.5,4.311,3.853,3.419,3.275,3.477,4.441,4.019,3.256
"Micronesia, Fed. Sts.",FSM,13.6470003128052,13.5129995346069,12.4160003662109,9.69699954986572,10.2259998321533,10.5389995574951,10.5389995574951,10.5389995574951,85658000,91885300,109856900,142584400,105568900,64323700,78392000,90465900,316489900,325000000,359000000,392000000,394000000,372000000,390000000,430000000,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,359.78536987,396.62982178,405.31103516,422.44638062,420.57949829,398.57369995,393.3493042,25.3,24.6,23.9,23.1,22.5,21.7,21.1,20.5,-0.2981158373807,-1.03746806405349,0.58225373525489,1.49840023593737,1.92385170787923,0.554594630853174,3.19128406597466,5.40874375479067,71.408,71.595,71.467,71.318,71.077,70.674,70.71,70.925,12.6065611670905,11.5649676332846,11.4423848946993,12.0885596987462,12.3358791142647,12.1144203347628,109462,109925,110430,110929,111379,112106,113131,114164,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586
Middle East & North Africa,MEA,4.45261013507843,4.45261013507843,4.22749495506287,4.16854500770569,4.43173336982727,6.1939172744751,6.1939172744751,6.1939172744751,1224817314908.57,1159981143119.03,1324012095805.45,1523283196257.14,1451458399447.15,1104273038315.61,1104273038315.61,1104273038315.61,3201010427587.39,3234258578074.41,3372000244857.37,3538057099135.22,3549945029851.94,3199081953495.53,3780277127064.96,4497116837259.17,7266.6592292899,7204.57374392984,7380.40569942152,7607.52262859622,7501.9689641949,6665.21717740336,7775.55195119201,9116.77278273094,421.902395195705,465.487351904535,471.889058176182,495.403130142294,484.290415381236,489.611357945878,537.059846230933,19.8,19.1,18.6,18.2,17.7,17.1,16.8,16.2,1.5579071134626,2.06884036053473,1.58909413567799,2.08766938046978,1.00582004702137,0.705968661338261,2.30446565742003,4.99476596381044,72.8895160840123,73.1525218426913,73.6097428540992,73.8115171255443,73.9591150111936,72.9497683319316,72.745678008424,73.2112632494725,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,440506473,448917409,456885486,465073490,473201775,479966649,486174763,493279469,8.71389671511736,9.21020788567285,9.59259824834965,9.56581262606427,9.56280194884085,9.37532162085151,9.61941229465604,10.541031620978,10.614383939186,10.797465686371,10.4034809410759,9.75438801996505,10.4932836820598,10.108600541377,9.55675996872468
Middle East & North Africa (IDA & IBRD countries),TMN,4.53210854530334,3.68754005432129,3.59650993347168,3.68561005592346,4.12165343761444,4.12165343761444,4.12165343761444,4.12165343761444,312796817098.279,301919336024.067,360523761879.044,417319718785.379,377984450177.601,256465495688.276,378864687818.17,518510245588.769,1446610375148.29,1481309318329.85,1480563802249.52,1405206066869.71,1416000165481.6,1308832802715.09,1517193141067.38,1740947356984.75,3869.3156107047,3891.14303171761,3824.23813565368,3568.26749674958,3534.92693633058,3215.7512499761,3672.48448675069,4152.18363676059,236.724192971302,261.646205450475,255.720092682139,267.905547480183,247.81520459958,234.274702867681,257.388655746382,21.3828358051928,20.6682920879306,20.1425864062097,19.8286393338011,19.262562355666,18.6625256836681,18.2600143779909,17.683215827644,2.9976391933388,3.18390573061568,4.81510028934517,5.26965008182544,2.47857885221637,2.09626938944792,5.46019980671871,7.48175163603345,71.9585514664059,72.2301322796325,72.7432285455686,72.9633890576299,73.1193901266412,72.1463761984205,71.8811305367081,72.2832541162233,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,373867247,380687450,387152617,393806257,400574097,407006855,413124452,419284769,9.43706347734508,10.0428488821981,10.4925509885468,10.4737777013499,10.5068389375299,10.3263145167261,10.6444078774481,12.2599451746199,12.4010345475513,12.5840105227982,12.1183901510572,11.3500577984175,11.9094146582887,11.5419431036778,11.0270037297221
Middle East & North Africa (excluding high income),MNA,4.66321992874146,3.92226004600525,3.73344993591309,3.73344993591309,3.73344993591309,3.73344993591309,3.73344993591309,3.73344993591309,315041117098.279,304126436024.067,363059761879.044,419917718785.379,380643750177.601,258850795688.276,382004987818.17,521792337080.603,1460582775148.29,1496714718329.85,1496691802249.52,1421482666869.71,1433133665481.6,1324364502715.09,1535302141067.38,1760103359907.54,3862.5722046145,3887.0200728029,3821.91888653613,3568.19940862031,3536.33661519656,3215.95906834746,3672.55692035451,4147.97463172171,236.724192971302,261.646205450475,255.720092682139,267.905547480183,247.81520459958,234.274702867681,257.388655746382,21.2959842845895,20.5812844122094,20.0561109895791,19.736769317578,19.1712937788287,18.5723858898952,18.1674271221987,17.5927953938413,1.5579071134626,2.73841208738755,4.32135218303191,4.46231108475481,1.95176821052892,1.7774078380617,5.21404940513043,6.65704202759067,71.9861891242774,72.2564883768439,72.7670011397562,72.9843734174749,73.1439185925959,72.1726969965726,71.8998757257437,72.2970508645214,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,378137339,385054538,391607422,398375344,405259403,411810124,418047201,424328381,9.43706347734508,10.0428488821981,10.4925509885468,10.4737777013499,10.5068389375299,10.3263145167261,10.6444078774481,12.3675282557496,12.5166150150821,12.7176995786461,12.2635996062965,11.4990845341433,12.0543845266066,11.7053721951154,11.1777437501809
Middle income,MIC,3.96933007240295,3.93593001365662,3.93130993843079,3.732675075531,3.82614493370056,4.12560415267944,3.74731349945068,3.58109796047211,5811972129570.81,5616558643037.63,6295418476745.02,6933589023383.83,6863857037331.81,6375400326705.9,8286568686946.38,9292956973753.66,24911694910932.1,25202592678135.5,27530340426178,29284043921765.4,29978481798259.3,29051739634677.8,34266063721746.8,35907869702102.2,4590.10014047065,4589.78770455454,4956.25071427331,5213.90230128235,5281.78360259079,5068.53998098794,5925.7709749664,6165.89619410795,240.671445659426,238.997841309355,258.120257573464,271.494161237737,278.995698020294,283.269546787596,320.814907837596,31.319361696524,30.2606337372683,29.2456256949314,28.9986049194493,28.3665599320885,28.0449084010839,27.5666900905964,26.7849592351566,3.14341696227424,2.73151216017022,3.44637335032669,3.35102208952149,2.70121120014357,2.74615078213777,4.12081596526563,8.27477490232654,71.3512267319122,71.621258310903,71.8449111029363,72.1367959054001,72.3264678396864,71.6538984480762,70.5806218182162,71.2879043700612,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,5427266105,5491014901,5554670660,5616531003,5675825451,5731776753,5782549455,5823625402,8.27379670981339,8.0862374709969,7.86562611668699,7.8715441330121,8.33821493957649,8.9928249049714,9.4747361610178,6.00433934951919,6.07205217797714,6.0885967228178,6.01535548161313,5.86493424488872,6.70538259372903,6.19770077175134,5.48401549316289
Moldova,MDA,5.80568695068359,5.67208003997803,5.71016979217529,5.53887987136841,6.22576999664307,6.6012601852417,5.82405996322632,6.11053991317749,2480197906.57851,2623048025.71072,3095306463.28308,3454064033.36926,3660834340.67571,3218731277.60425,4196391944.64671,5984197968.05768,7797667196.73087,7980917075.7748,9514404016.20949,11252353420.8798,11736797054.6965,11530746234.4492,13691869264.0794,14510490660.2516,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,186,171,244,276,284,307,410,13.4,13.2,13,12.8,12.7,12.5,12.3,12.2,9.67624033101868,6.35930898037931,6.57022997455597,3.04505397337071,4.83778351428728,3.76597122245351,5.10641129002841,28.7372976766235,69.24,69.917,70.516,70.492,70.935,70.166,68.846,68.621,18.1478989162811,17.0561198558818,15.1423919470871,17.080793755092,15.7728170076841,14.7583463021422,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2538894,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.781,1.591,1.622,1.239,1.502,1.206,0.794,0.909
