country,countryiso3code,education_expenditure_2015,education_expenditure_2016,education_expenditure_2017,education_expenditure_2018,education_expenditure_2019,education_expenditure_2020,education_expenditure_2021,education_expenditure_2022,exports_2015,exports_2016,exports_2017,exports_2018,exports_2019,exports_2020,exports_2021,exports_2022,gdp_2015,gdp_2016,gdp_2017,gdp_2018,gdp_2019,gdp_2020,gdp_2021,gdp_2022,gdp_per_capita_2015,gdp_per_capita_2016,gdp_per_capita_2017,gdp_per_capita_2018,gdp_per_capita_2019,gdp_per_capita_2020,gdp_per_capita_2021,gdp_per_capita_2022,health_expenditure_2015,health_expenditure_2016,health_expenditure_2017,health_expenditure_2018,health_expenditure_2019,health_expenditure_2020,health_expenditure_2021,infant_mortality_rate_2015,infant_mortality_rate_2016,infant_mortality_rate_2017,infant_mortality_rate_2018,infant_mortality_rate_2019,infant_mortality_rate_2020,infant_mortality_rate_2021,infant_mortality_rate_2022,inflation_rate_2015,inflation_rate_2016,inflation_rate_2017,inflation_rate_2018,inflation_rate_2019,inflation_rate_2020,inflation_rate_2021,inflation_rate_2022,life_expectancy_2015,life_expectancy_2016,life_expectancy_2017,life_expectancy_2018,life_expectancy_2019,life_expectancy_2020,life_expectancy_2021,life_expectancy_2022,pm25_air_pollution_2015,pm25_air_pollution_2016,pm25_air_pollution_2017,pm25_air_pollution_2018,pm25_air_pollution_2019,pm25_air_pollution_2020,population_2015,population_2016,population_2017,population_2018,population_2019,population_2020,population_2021,population_2022,undernourishment_rate_2015,undernourishment_rate_2016,undernourishment_rate_2017,undernourishment_rate_2018,undernourishment_rate_2019,undernourishment_rate_2020,undernourishment_rate_2021,unemployment_rate_2015,unemployment_rate_2016,unemployment_rate_2017,unemployment_rate_2018,unemployment_rate_2019,unemployment_rate_2020,unemployment_rate_2021,unemployment_rate_2022
Europe & Central Asia,ECS,4.8975350856781,4.79266977310181,4.68990993499756,4.67515993118286,4.58624505996704,4.86263990402222,4.7901701927185,4.54389047622681,8619655116861.33,8592548529399.23,9452846645684.04,10462446907403,10318301214734.4,9377203350296.71,11647592570440.2,12804292631349.7,20481460301210.5,20408605606979.3,21652842504644.6,23188735732226.2,22908223277507.4,22156549343244.9,25331394418403.8,25389267749916,22579.1836978638,22398.149896359,23670.8127114864,25255.0647194697,24867.4720139645,23994.9286739351,27409.9227679737,27567.4143997687,2099.72138456109,2091.54112858565,2188.05884535572,2340.77805897052,2330.07781184174,2521.78414198095,2868.78941387074,8.3,7.9,7.5,7.3,7.1,6.9,6.6,6.4,0.410040498008468,0.391803801791096,1.95607633363963,2.04061231468161,1.81669040957461,1.20575463363476,3.25328924782037,10.7805806758686,77.2288167304908,77.5626794340073,77.7731288262557,77.9065124477291,78.1805069857389,76.9524881251756,76.6664237901787,77.8413187004759,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,907094808,911173722,914748588,918181600,921212388,923384672,924168763,920988359,2.71095567096294,2.68976215377577,2.65891233737054,2.64516810175482,2.67451563067475,2.69301805118175,2.73070525803987,8.5065267675632,8.03706485884347,7.43431878303094,6.83378209024065,6.58944478950001,7.0487699107129,6.86258221213443,5.8173385447594
Europe & Central Asia (IDA & IBRD countries),TEC,4.10879218578338,4.26451015472412,4.07755994796753,4.04709005355835,3.98228991031647,4.38901996612549,4.09644508361816,4.05402755737305,1186533520747.84,1114357982629.21,1312285112167.78,1532249535437.9,1524788425908.84,1315889652169.57,1773993486271.11,2045690956034.27,3627947465522.13,3486198200219.98,3909728235465.93,4077637180273.38,4159709661061.93,3900798423599.77,4623633114358.75,5220065561112.42,8014.50415079485,7662.53290925723,8554.01109678491,8883.5015112008,9022.69589831855,8437.72850580865,9985.47709265927,11413.9150111898,418.172051195948,407.802325046403,456.751215150175,475.837394163486,502.574590251854,554.520504192699,659.318145165089,11.5131124385675,10.9244836832342,10.4856217176416,10.1589450801855,9.88907006064649,9.55924040147072,9.20955343930312,8.89085767210868,4.00357820695097,1.2754316836741,3.15318617485027,2.61323424830735,2.88986073718337,2.74615078213777,5.8783552085581,13.8522590144267,73.1256308117884,73.4417908832798,73.8687404688136,74.0382839699586,74.333622434176,72.6915981615403,72.0127517076026,73.9544949376725,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,452672729,454966816,457063732,459012381,461027359,462304330,463035774,457342249,2.88721546387576,2.84819519983372,2.80054665628786,2.78124366687855,2.84679526409286,2.88602860402152,2.9575152624044,7.53748141968404,7.37061624792512,7.0241393717098,6.57428940750591,6.62152235765995,7.11740339086876,6.7278540306834,5.5947671245867
Europe & Central Asia (excluding high income),ECA,4.30550003051758,4.44612503051758,4.01692497730255,4.095134973526,4.04449987411499,4.38912677764892,4.13622999191284,4.10659122467041,439632031863.81,410365137996.492,472264716482.783,536360333152.514,550311993151.761,461055843375.78,630093996100.045,742685636115.556,1507646946545.93,1447395306947.53,1485108260761.97,1459981302399.66,1488770219744.96,1428327223229.53,1659440839146.7,1803038234535.2,6312.15034167041,6006.36708907309,6111.39433717826,5957.82642405214,6022.63238606854,5738.25499247106,6620.20379563516,7302.23861126112,295.225494998697,290.557366195252,290.613783414313,285.376694617077,300.584495762062,317.722696886831,377.465591108107,14.7255652321528,14.0362747697742,13.5116165637388,13.1121461525892,12.7523964568088,12.3067854044215,11.8739367399921,11.4884089665475,4.87112261696218,4.0697539813063,6.03183725177793,2.611223782638,2.67599202639893,2.75980947008127,7.18483629443371,13.8522590144267,73.3478435346402,73.5601177546349,73.906206920089,74.1037358766071,74.3314248375679,72.6714543269783,72.5931250210647,74.1065139397942,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,238848390,240976831,243006453,245052675,247195931,248913167,250663105,246915820,3.20014232081494,3.12095571410472,3.04965437827469,3.01995267734649,3.14328460070787,3.21936496457874,3.34792382256739,8.8463468571602,8.92418936426229,8.83451466806739,8.49122418173747,8.9809853115438,9.13363892237127,8.8371804727331,7.62118282348281
European Union,EUU,4.90953016281128,4.79266977310181,4.64757013320923,4.62343978881836,4.63002014160156,4.87656021118164,4.80319976806641,4.80319976806641,6376941839305.01,6478346982932.22,7130099572876.45,7849708276048.01,7753119827702.97,7146593526584.08,8747038242906.05,9434754041361.19,13553897260141,13888833465037.9,14765880176508.2,15981445869808.9,15694050310523.1,15381418584246.1,17315127119106.5,16761496590765.2,30487.6523692732,31174.7535083936,33091.3890251906,35752.5873421988,35080.9147971764,34357.1199881912,38720.8751728955,37466.6963511535,3044.85664888036,3106.87037721715,3281.33301852986,3537.57494622609,3493.60306218542,3736.95088318893,4215.43332224374,3.54670097277695,3.49419792107093,3.41388757886702,3.3451294072343,3.28243767454471,3.21051849210798,3.1633239556166,3.11488045636098,-0.0616446800641672,0.18333486112386,1.42910743319306,1.7386086198818,1.63052260754344,0.476498852725066,2.55450699642041,8.83369886749452,80.5684394242096,80.9512974807302,80.9282086468659,81.0287289990803,81.3148579639404,80.4508691329259,80.3166132259756,80.8026211073853,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,444570054,445515422,446215182,447001100,447367191,447692315,447178093,447370551,2.55597541259493,2.55371154850841,2.52779918008258,2.51446289035978,2.50589493430241,2.50138130224549,2.50608951946132,10.0202284528246,9.1034863830255,8.1194012443605,7.25186197003969,6.67426331604498,7.04240085129941,7.02260813084773,6.1470759507747
Faroe Islands,FRO,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,1369742477.11807,1534259159.40032,1679718268.94666,1684155449.442,1821680268.24413,1551767675.22369,1923044806.09781,2218833060.68044,2573905971.05459,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3262045883.37293,3655063937.93145,3555929833.05051,52726.6873782078,56833.9165410522,59328.2376643374,62576.8016380509,63203.7447848956,62234.9686802048,69108.2065823035,66979.2773224808,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,81.7926829268293,82.0439024390244,82.2439024390244,82.4951219512195,82.6463414634146,82.8975609756098,83.0975609756098,83.3,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,48816,49500,50230,50955,51681,52415,52889,53090,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586
Fiji,FJI,4.80931758880615,4.83590269088745,4.65119171142578,4.79706048965454,5.15273189544678,5.80519533157349,4.85268640518188,3.93839550018311,2286771260.89921,2299808659.58593,2463429089.80949,2665063380.88896,2638408845.05736,1233536440.57442,1173264407.55073,2394014373.53474,4682479893.97558,4930213644.36653,5353469174.47838,5581425327.44397,5444407198.13478,4432466219.87685,4305031649.74189,4979979531.2725,5105.18959221062,5368.43350276363,5825.19966886254,6073.39458217878,5927.72418996345,4815.68912941764,4656.0513619168,5356.16438036291,169.72981262,176.06861877,185.6439209,249.3664856,253.74330139,231.98277283,250.02554321,18.2,18.7,19.5,20.5,21.6,22.6,23.3,23.6,1.37488542621438,3.86322538221269,3.3475783475784,4.08147637644526,1.77310182460282,-2.5952432588738,0.155855722131516,4.52019266394958,66.844,67.24,67.79,67.81,67.893,67.924,67.114,68.312,11.9373871022014,12.3284242671983,12.3080401904933,12.7353038744821,12.9123773053208,12.4187981716598,917200,918371,919019,918996,918465,920422,924610,929766,9.2,8.9,8.4,6.9,5.7,5.9,6.6,4.292,4.32,4.328,4.34,4.38,4.623,4.678,4.481
Finland,FIN,7.03208017349243,6.85153007507324,6.36311006546021,6.27557992935181,6.41695022583008,6.6349401473999,6.53825998306274,6.53825998306274,83041492298.8281,83813596801.1675,95994657970.5884,106061524525.49,107085573184.314,97301402129.1832,117039250124.029,128023335132.296,234534382384.766,240771351298.833,255647979916.471,275708001767.843,268514916972.549,271886077382.102,296470417085.267,281887430795.721,42801.9081167285,43814.0265056965,46412.1364777169,49987.6261584968,48629.8582283032,49169.7193388499,53504.6936483441,50734.7107480889,4128,4109,4236,4522,4460,4736,5488,2,2,1.9,1.9,1.9,1.9,1.9,1.9,-0.207928839905268,0.356684500891695,0.754015047084346,1.08382098409305,1.02409392963431,0.290554555653239,2.19457432340007,7.12350773301402,81.4804878048781,81.4292682926829,81.6317073170732,81.7341463414634,81.9829268292683,81.9317073170732,81.8853658536585,81.1878048780488,5.62500854589343,5.27813456745499,5.12673961318144,5.49695736300986,5.37867032806067,4.89518090216668,5479531,5495303,5508214,5515525,5521606,5529543,5541017,5556106,2.5,2.5,2.5,2.5,2.5,2.5,2.5,9.376,8.818,8.64,7.361,6.695,7.759,7.606,6.719
Fragile and conflict affected situations,FCS,3.19731497764587,2.56234002113342,3.78976988792419,2.90131509304046,3.52622723579407,3.65287351608276,3.67454195022583,3.67454195022583,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,1617323277101.47,1490633651211.68,1549712150984.09,1735183810120.25,1842154935322.18,1690930063237.89,1796274437015.52,1950006457159.66,1845.31230428842,1663.08517085287,1690.94404160881,1852.26631004128,1923.17068917178,1725.7217597946,1792.92066416628,1913.3742283108,72.163466826751,70.276883477033,68.7589981711175,73.3340860246525,73.448307201527,75.1837278810025,82.1269205219044,58.1068189179377,57.1025403523184,56.0314246563809,54.9515673216274,53.7061143053125,52.4729426811286,51.2786441394045,49.9830189656283,2.07647790165197,3.0382064350688,3.48854825371271,3.21453925489092,2.37758732789776,2.8981937602627,4.25936417542868,9.50765742972832,61.0144636434117,61.2923803606297,61.6570844120365,61.9720515279674,62.2697807430552,61.7624869876377,61.2532657354491,61.7925883005562,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,876449625,896306261,916477490,936789597,957873862,979839336,1001870564,1019145355,16.4535314249785,17.0782600305211,17.6593964323592,18.0040495395362,19.0999551889048,20.1375660632995,20.8952826821313,5.56156546937,5.68924640774221,5.8948327706098,5.87451673246892,5.89409658257476,6.66949274574688,6.77315960812844,5.75827706735074
France,FRA,5.44642734527588,5.40805816650391,5.45160007476807,5.40716981887817,5.35443019866943,5.65981006622314,5.43038988113403,5.43038988113403,746211770692.968,748010809661.091,803163777629.413,885114776507.45,862106200525.489,723479579565.761,888842353166.652,963967041638.136,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,2647418691598.45,2959355819170.5,2779092236505.85,36652.9223052178,37062.5335723829,38781.0494870836,41557.8548588876,40494.8982936276,39179.7442596057,43671.3084099631,40886.2532680273,4201.78173828,4256.765625,4410.59912109,4666.97998047,4504.48486328,4755.44042969,5380.875,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,0.0375143805125182,0.18333486112386,1.03228275064662,1.85081508315502,1.10825492288294,0.476498852725066,1.64233141038385,5.22236748369735,82.3219512195122,82.5731707317073,82.5756097560976,82.6756097560976,82.8268292682927,82.1756097560976,82.3243902439024,82.2292682926829,11.3442976642006,10.508154814077,10.4583123660264,10.4599453286038,9.82524600527018,9.60038144780495,66548272,66724104,66918020,67158348,67388001,67571107,67764304,67971311,2.5,2.5,2.5,2.5,2.5,2.5,2.5,10.354,10.057,9.41,9.018,8.415,8.01,7.874,7.308
French Polynesia,PYF,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,1044598993.64811,1078113650.99587,1140826361.22749,1287096391.80933,1240128736.0656,654183958.133449,805906228.022513,1226708759.69725,5325846361.81186,5497036476.8031,5833352692.7995,6135116253.33452,6022276196.13871,5792545870.80614,6150640646.38319,5814661208.90544,18252.5142032094,18726.6394704764,19743.9590211525,20614.8943681731,20093.2085805567,19185.6977702906,20230.2410482554,18984.8510962405,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,82.354,82.488,82.618,82.783,82.996,82.217,79.486,83.55,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,291787,293541,295450,297606,299717,301920,304032,306279,5.7,6.1,6.5,6.3,5.9,5.4,5.1,11.776,11.699,11.554,11.553,11.536,12.879,12.492,11.911
Gabon,GAB,2.82435989379883,2.66773080825806,3.55570793151855,3.07154297828674,2.8743097782135,3.39874076843262,2.70079278945923,2.20773649215698,6620833388.51661,6175468782.21868,7498596948.54146,9158802458.42339,8678687828.8877,7275153456.62075,11229488167.8607,12934645038.4883,14383107762.6952,14023890265.3665,14929487485.1623,16867326389.8704,16874405460.1955,15314577167.8211,20217946921.2065,21071739227.9422,7090.45463394942,6722.19822269059,6975.69519191402,7694.90604516325,7523.8622784598,6680.08267035383,8635.79714374956,8820.34733809998,188.42417908,208.90524292,193.97592163,211.22572327,208.28834534,228.02458191,233.87103271,35.4,34.1,33.4,32.4,31.2,29.9,29.5,28.8,-0.338795188753406,2.10670712784054,2.65192583143902,4.74906652083221,2.46456756151187,1.35276110675333,1.0869074651941,4.23124798274579,65.46,65.802,66.189,66.306,66.603,66.531,65.821,65.694,30.7390246342706,29.7679660664056,27.1691084203468,27.0383051447292,27.5241895785238,29.9548734558765,2028517,2086206,2140215,2192012,2242785,2292573,2341179,2388992,16.3,17.4,18.4,19.5,20.9,22.1,23,19.994,20.165,20.351,20.502,20.426,21.273,21.233,20.501
"Gambia, The",GMB,2.19235181808472,2.17479729652405,2.45919442176819,2.36544394493103,2.80809712409973,2.88734579086304,3.04477691650391,2.74282312393188,270072079.824199,236218944.858367,252666102.954695,362977228.194322,341709419.758649,174363311.784513,133283632.527104,100387472.865412,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.65394,2175099789.97829,611.67121911225,640.676265282984,632.001024153219,683.324632754874,722.875356284026,704.030462837221,762.963231653559,803.808655006479,19.42744446,20.47114944,21.2003746,22.84936142,22.83255005,26.24802017,24.62883568,39.5,38.4,37.4,36.4,35.4,34.5,33.7,32.8,6.8084549457961,7.22879272057922,8.03418974545911,6.52096823946573,7.11567625631192,5.93127636562441,7.37034758876618,11.5131198380506,62.494,63.013,62.995,63.04,63.755,62.612,62.083,62.906,63.7503934261079,58.7910560945535,64.5390631748347,59.2734928704383,54.8732916241171,58.3640402179659,2253133,2317206,2381182,2444916,2508883,2573995,2639916,2705992,15.9,16.7,17.6,17.8,18.3,18.7,19.6,7.271,6.299,5.162,4.127,4.532,5.858,6.206,6.082
Georgia,GEO,3.16487407684326,3.52338004112244,3.52442002296448,3.46094989776611,3.82985997200012,3.8498592376709,3.59441995620728,3.75498008728027,6110413018.39917,6177710295.87299,7557302009.68942,8896766541.72421,9578376986.37911,5908062642.69865,8045446645.34757,13111621768.0543,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,4086.6223465965,4143.40125686315,4418.75206546679,4804.0546040444,4741.2832715876,4300.85701291207,5083.60695484577,6729.84659930283,294,321,304,332,309,355,417,9.3,9.1,8.9,8.8,8.6,8.5,8.4,8.3,4.00357820695097,2.13492713939121,6.03531725272117,2.6152447139767,4.85289821696723,5.2024648897534,9.56691433824769,11.8981654203198,73.297,73.569,73.57,73.341,73.47,72.765,71.694,71.587,20.3304736500391,19.3139668885259,18.5342689563052,18.4542384404894,17.6183021493385,17.0438421058507,3725276,3727505,3728004,3726549,3720161,3722716,3708610,3712502,3.6,3.7,3.7,3.1,3.1,3,2.9,16.506,16.604,13.939,12.667,11.565,11.73,11.794,11.657
Germany,DEU,4.85515022277832,4.83923006057739,4.87182998657227,4.97933006286621,5.11552000045776,5.59038019180298,5.45488977432251,4.54389047622681,1575404010475.78,1598674707103.9,1740716687374.12,1880263808511.37,1832875313819.6,1690266347671.6,2022856127949.58,2078953894568.1,3357585719351.56,3469853463945.53,3690849152517.65,3974443355019.6,3889177589254.9,3887727161914.41,4278503934689.85,4082469490797.68,41103.2564363768,42136.1207907991,44652.5891722719,47939.2782884504,46805.1384334439,46749.4762280016,51426.7503654421,48717.9911402128,4627.35791016,4746.87011719,5070.19580078,5511.21435547,5486.98876953,5936.25146484,6626.00488281,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3,0.514426137125456,0.491747008445174,1.50949485109628,1.73216879766942,1.44565976888253,0.144877925813982,3.06666666666673,6.87257438551097,80.6414634146341,80.990243902439,80.9926829268293,80.8926829268293,81.2926829268293,81.0414634146342,80.790243902439,80.7056097560976,12.8253525089793,11.7806958987308,11.8978451129639,11.6526030992972,10.6378495266542,10.2876894329414,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83797985,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4.624,4.122,3.746,3.384,3.136,3.856,3.638,3.135
Ghana,GHA,3.68874549865723,3.45474433898926,3.18611741065979,3.01595592498779,3.15307116508484,3.40915989875793,3.41949439048767,2.90529441833496,16714895486.5637,17519660715.5782,20463639259.8332,22514781525.846,25592296037.4457,22081380379.4401,23901159997.9331,25742684855.6646,49406010054.2663,56164929304.8754,60405924078.7278,67298914624.3723,68337969247.7067,70043095503.6675,79524421861.2743,74263364041.8742,1711.27132561453,1900.39769521465,1998.72279840363,2180.02971251463,2167.92527597794,2176.57621804239,2422.08591285021,2218.41475790993,77.74266815,64.43041229,74.56986237,82.98774719,93.18772125,87.4445343,100.00096893,39.2,37.9,36.6,35.5,34.4,33.4,32.5,31.6,17.1499695007878,17.4546347070868,12.3719215507048,7.80876516610703,7.14364003330857,9.88728956269944,9.9710886750444,31.2558951049016,63.175,63.89,64.013,64.122,64.74,64.114,63.795,63.945,68.0112284884927,62.8889642906448,60.3590341738153,56.0041825783104,49.6566317016668,54.2427873097724,28870939,29554303,30222262,30870641,31522290,32180401,32833031,33475870,8.2,8.3,7.6,6.5,5.7,5.1,4.9,6.806,5.237,3.369,3.251,3.156,3.285,3.338,3.084
Gibraltar,GIB,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,2742780673309.3203,2742780673309.3203,2742780673309.3203,2742780673309.3203,2742780673309.3203,2742780673309.3203,2742780673309.3203,2742780673309.3203,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,16276.508004403107,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,80.427,81.702,81.83,82.154,82.363,82.198,79.329,82.83,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,25.922851559911447,32520,32565,32602,32648,32685,32709,32669,32649,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586
Greece,GRC,3.66139006614685,4.01561069488525,3.47708988189697,3.59734010696411,3.58612990379333,4.49500036239624,4.08201456069946,4.08201456069946,62867562248.0769,60431141888.9686,70013677525.7613,82684241851.0211,82328450373.7254,60434496175.0476,87888863543.7699,106912564752.602,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205252760889.364,188480337285.605,214667807441.202,217581324512.059,18083.8779056547,17923.9668134716,18582.0893411631,19756.990456255,19143.8876174584,17617.2915057014,20310.6824798873,20867.2690861087,1481.41967773,1513.25915527,1509.7845459,1603.07788086,1569.02905273,1675.11706543,1845.77563477,3.6,3.6,3.6,3.5,3.5,3.4,3.4,3.3,-1.73588804765284,-0.825653978390973,1.12125452031419,0.62562141345364,0.253007522038157,-1.24798355581405,1.22382501019854,9.64525981280632,81.0365853658537,81.3878048780488,81.2878048780488,81.7878048780488,81.6390243902439,81.2878048780488,80.0829268292683,80.6365853658537,17.2372072771469,15.7750345686768,15.6724100278411,15.5840100248101,14.9419055519621,14.4089280374361,10820883,10775971,10754679,10732882,10721582,10698599,10569207,10426919,2.5,2.5,2.5,2.5,2.5,2.5,2.5,24.981,23.514,21.414,19.179,17.045,15.899,14.657,12.426
Greenland,GRL,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,939162803.528646,1103566726.94846,1160385303.83576,1358435085.31552,1230176954.70104,1108350891.26636,1146647117.68343,1146647117.68343,2499113022.81675,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623,3082884653.2456,3235809504.29871,3235809504.29871,44536.3549705377,48181.7453541266,50765.7494665372,54545.135857765,53309.2035905065,54693.0766804265,57116.295770722,57116.295770722,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,71.4790243902439,71.8385365853659,71.9321951219512,71.9675609756098,71.9443902439024,71.8507317073171,71.8139024390244,71.5404878048781,6.14469039341254,6.46724827436704,7.4921548326333,6.75630549235812,6.48950745924949,6.55624754182179,56114,56186,56172,56023,56225,56367,56653,56661,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586
Grenada,GRD,4.23861026763916,3.706205129623415,3.17379999160767,3.55919337272644,3.73623005549113,3.9132667382558197,4.09030342102051,3.93536496162415,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,857877335803.8926,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122800000,1224577777.77778,8379.62184743156,8849.51353500776,9309.26129609568,9574.3102711372,9887.92074235834,8437.5367823125,9010.5127999358,9762.4147210397,389.39382935,392.77981567,433.48513794,438.918396,487.60290527,469.00775146,505.40463257,13.3,13.5,13.7,13.9,14.1,14.3,14.4,14.4,-0.515448031435329,1.65038994431573,0.908458255874249,0.804102313277033,0.598149764736022,-0.740732597045498,1.21951193916838,2.5805392590792,75.013,74.762,74.765,74.808,74.863,74.924,74.936,75.335,25.177742151728,25.0768814910495,24.3014719560486,24.0969881609342,24.2647371353562,24.6572416056476,118980,119966,120921,121838,122724,123663,124610,125438,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586,7.537396776404586
Guam,GUM,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,4.325194104507074,1048000000,1119000000,1141000000,1165000000,1414000000,379000000,193000000,545000000,5799000000,5901000000,6013000000,6051000000,6355000000,5916000000,6234000000,6910000000,34522.3779304433,35052.8079075238,35663.0250406273,35873.0836267919,37687.3991839833,34958.1341479989,36555.7601416726,40227.2753734558,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,1134.1313840094879,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,22.28918274393044,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,6.822023808598006,76.616,76.877,77.155,77.439,77.717,76.612,76.656,78.33,10.7767958943295,8.95124087366923,8.62061947259407,10.0065645243546,9.88784013723531,9.57510553293178,167978,168346,168606,168678,168624,169231,170534,171774,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,10.40303758271943,6.9,5.4,5.417,5.447,5.402,6.227,6.001,5.527
