country,countryiso3code,population_2022,population_2021,population_2020,population_2019,population_2018,population_2017,population_2016,population_2015,gdp_2022,gdp_2021,gdp_2020,gdp_2019,gdp_2018,gdp_2017,gdp_2016,gdp_2015,unemployment_rate_2022,unemployment_rate_2021,unemployment_rate_2020,unemployment_rate_2019,unemployment_rate_2018,unemployment_rate_2017,unemployment_rate_2016,unemployment_rate_2015,inflation_rate_2022,inflation_rate_2021,inflation_rate_2020,inflation_rate_2019,inflation_rate_2018,inflation_rate_2017,inflation_rate_2016,inflation_rate_2015,exports_2022,exports_2021,exports_2020,exports_2019,exports_2018,exports_2017,exports_2016,exports_2015,gdp_per_capita_2022,gdp_per_capita_2021,gdp_per_capita_2020,gdp_per_capita_2019,gdp_per_capita_2018,gdp_per_capita_2017,gdp_per_capita_2016,gdp_per_capita_2015,life_expectancy_2022,life_expectancy_2021,life_expectancy_2020,life_expectancy_2019,life_expectancy_2018,life_expectancy_2017,life_expectancy_2016,life_expectancy_2015,pm25_air_pollution_2022,pm25_air_pollution_2021,pm25_air_pollution_2020,pm25_air_pollution_2019,pm25_air_pollution_2018,pm25_air_pollution_2017,pm25_air_pollution_2016,pm25_air_pollution_2015,education_expenditure_2022,education_expenditure_2021,education_expenditure_2020,education_expenditure_2019,education_expenditure_2018,education_expenditure_2017,education_expenditure_2016,education_expenditure_2015,undernourishment_rate_2022,undernourishment_rate_2021,undernourishment_rate_2020,undernourishment_rate_2019,undernourishment_rate_2018,undernourishment_rate_2017,undernourishment_rate_2016,undernourishment_rate_2015,health_expenditure_2022,health_expenditure_2021,health_expenditure_2020,health_expenditure_2019,health_expenditure_2018,health_expenditure_2017,health_expenditure_2016,health_expenditure_2015,infant_mortality_rate_2022,infant_mortality_rate_2021,infant_mortality_rate_2020,infant_mortality_rate_2019,infant_mortality_rate_2018,infant_mortality_rate_2017,infant_mortality_rate_2016,infant_mortality_rate_2015
South Asia (IDA & IBRD),TSA,1919348000,1901911604,1882531620,1861598514,1840534093,1818931519,1797072648,1775545180,4327288984027.91,4079882760410.17,3493120726807.89,3658209766221.57,3534066858502,3433921312241.12,3011037037667.86,2733618963171.59,5.14528947887754,6.44589719333181,7.55004885180795,6.23383231502801,7.00880479011883,6.95480348947292,6.91597583450751,7.10982709880107,7.6507917679853,5.54565430773473,5.69107474746211,3.6289496588547,3.33139516437675,4.52022867508868,4.17139021053482,4.15825589072151,897947249573.28,772560106741.137,584128033652.253,629845195761.02,635074008446.663,587311652266.497,525330558220.388,501870486996.988,2254.56195751261,2145.14846632702,1855.54425205771,1965.09061363678,1920.13115754982,1887.87828259142,1675.52326892233,1539.5941449215,68.1609330214255,67.5791290463818,69.7483309161325,70.4727549740685,70.2534786113924,69.9792893786272,69.609572441708,69.1437835147163,NA,NA,NA,NA,NA,NA,NA,NA,1.97444903850555,1.83117997646332,2.05718231201172,2.85029923915863,2.33216953277588,3.06104683876038,3.35320115089417,2.82094502449036,NA,16.3262610717187,15.5197673427994,14.0254219901212,12.8300576747971,12.7161922646948,13.3033738243332,13.8053804129231,NA,70.176624949707,61.2724693397013,58.5036840514201,56.3883928576723,55.4434505118085,56.6604356521395,54.2354323301983,30.6588341293691,31.8875780304077,33.1559494399089,34.5743171846251,35.9963080102225,37.5007588027671,39.0938030373119,40.7992530672767
Sub-Saharan Africa,SSF,1211190002,1181163013,1151302081,1121549049,1092403973,1063885274,1036155989,1008698799,2061102939319.23,1932765211586.67,1716220805506.51,1830460925279.6,1780908927291.34,1625855640496.81,1522011045162.78,1668662993704.66,6.0782191698974,6.69681929875394,6.56697284213806,6.1385567095684,6.01754020171336,6.0446244692085,5.95717068693606,5.88782130413379,9.45955253039717,4.43551817673037,3.39862928518856,2.80270307928106,4.09297819300634,5.19698185340168,5.43051966119156,3.55075967356746,554243960127.832,480465654904.837,362452256334.732,420714434101.021,437277313893.558,382780633631.091,329458251311.943,359241844158.916,1701.71726642046,1636.32385226633,1490.67810597184,1632.082811636,1630.26588268491,1528.22459360107,1468.9014601283,1654.27280706483,60.7643999775278,60.2417434631864,60.8488944244664,61.2442905189234,60.8630275388921,60.4771384571495,60.0690246731195,59.5629817000586,NA,NA,NA,NA,NA,NA,NA,NA,3.51197004318237,3.41949439048767,3.8029705286026,3.55504989624023,3.38626492023468,3.73654007911682,3.1694552898407,3.64711999893188,NA,21.5998892789595,20.6454042168921,19.5951391540862,18.7003309331708,18.5138663985648,18.2335217656263,17.8075123661761,NA,84.3473788668171,74.5715176076518,78.4067164112766,79.1872491449217,79.6646865486803,77.8479031503042,84.6008943226225,48.6,49.8,51,52.2,53.5,54.9,56.2,57.5
Sub-Saharan Africa (excluding high income),SSA,1211070124,1181063755,1151203619,1121451424,1092307211,1063789431,1036061312,1008605380,2059044970799.4,1931278037791.87,1714838253754.94,1828592235182.87,1779124613364.58,1624180269855.8,1520442531814.64,1667230590352.53,6.0782191698974,6.69681929875394,6.56697284213806,6.1385567095684,6.01754020171336,6.0446244692085,5.95717068693606,5.88782130413379,9.52526628622843,4.25936417542868,3.48393567493209,2.83514555687503,4.27462198610545,5.20971705914209,5.49410463760061,3.47238752883653,552194985785.342,479160958639.502,361444172180.174,418970214915.365,435521008433.396,380982701282.473,327929585523.004,357781414260.029,1700.18641364767,1635.20218922633,1489.60464113599,1630.55857440587,1628.7767721828,1526.78737212966,1467.52177135115,1653.00584689775,60.7631048177053,60.2406378326655,60.8474927916025,61.2431760700969,60.8619664295261,60.4758930748584,60.0677233314774,59.5616171804581,NA,NA,NA,NA,NA,NA,NA,NA,3.51197004318237,3.41949439048767,3.8029705286026,3.55504989624023,3.38626492023468,3.73654007911682,3.1694552898407,3.64711999893188,NA,21.6013654370933,20.6468931249241,19.5965307155221,18.7016659610554,18.5151799294086,18.2347912376554,17.8087117397515,NA,84.29330340967,74.510171369775,78.3456634800732,79.1238540217278,79.6046556867359,77.7862913459079,84.5496665935166,48.5602348093145,49.8123724590063,51.0346527462202,52.2398044113553,53.5413457211891,54.8783733353745,56.1921421051244,57.4703249854326
Sub-Saharan Africa (IDA & IBRD countries),TSS,1211190002,1181163013,1151302081,1121549049,1092403973,1063885274,1036155989,1008698799,2061102939319.23,1932765211586.67,1716220805506.51,1830460925279.6,1780908927291.34,1625855640496.81,1522011045162.78,1668662993704.66,6.0782191698974,6.69681929875394,6.56697284213806,6.1385567095684,6.01754020171336,6.0446244692085,5.95717068693606,5.88782130413379,9.45955253039717,4.43551817673037,3.39862928518856,2.80270307928106,4.09297819300634,5.19698185340168,5.43051966119156,3.55075967356746,554243960127.832,480465654904.837,362452256334.732,420714434101.021,437277313893.558,382780633631.091,329458251311.943,359241844158.916,1701.71726642046,1636.32385226633,1490.67810597184,1632.082811636,1630.26588268491,1528.22459360107,1468.9014601283,1654.27280706483,60.7643999775278,60.2417434631864,60.8488944244664,61.2442905189234,60.8630275388921,60.4771384571495,60.0690246731195,59.5629817000586,NA,NA,NA,NA,NA,NA,NA,NA,3.51197004318237,3.41949439048767,3.8029705286026,3.55504989624023,3.38626492023468,3.73654007911682,3.1694552898407,3.64711999893188,NA,21.5998892789595,20.6454042168921,19.5951391540862,18.7003309331708,18.5138663985648,18.2335217656263,17.8075123661761,NA,84.3473788668171,74.5715176076518,78.4067164112766,79.1872491449217,79.6646865486802,77.8479031503042,84.6008943226225,48.5588332585629,49.8108834532366,51.0330708576459,52.2381138663679,53.5395326494604,54.8764370443518,56.190129778012,57.468292577344
Upper middle income,,2803249752,2799436415,2787915973,2772716573,2754139881,2733612094,2711688425,2689570305,28567593041349.3,27373038582479.3,22969949394569.8,23700366929893.4,23304307154243.2,21837271216675.9,19905034053844,19827996310186,5.93922577248482,6.3161596400082,6.70784948621137,6.03939956872472,5.91472641849046,5.98707050154594,5.98770891519991,5.75420409188962,8.48730869535043,4.05681586746239,1.9056635869553,2.09604635327807,3.04505397337071,3.39697584895255,2.12081713361587,2.55468048901791,7302665569686.93,6582199899856.41,5014704302098.36,5381696946305.41,5479922385084.03,4986708207348.97,4465686245326.09,4675734565227.86,10190.883998462,9778.05333809637,8239.11108405914,8547.70630387593,8461.55538976532,7988.4308620841,7340.45765373801,7372.17996247398,75.6956921126255,74.8940158793599,75.2538551850473,76.040091507345,75.8372322646074,75.4686692698172,75.3233227356811,75.1435278882769,NA,NA,NA,NA,NA,NA,NA,NA,3.74442005157471,3.95776760578156,4.34224486351013,4.04276895523071,4.01092565059662,4.14810824394226,4.34598445892334,4.3463282585144,NA,3.95545694774965,3.86474368457237,3.77179866444364,3.75771663040781,3.79333498288264,3.854983779706,3.90565939712363,NA,567.852065964723,499.433687926174,491.128407444832,478.155406131346,451.228655581616,409.095819372479,410.97514288077,10.8,11.1,11.3,11.3,11.6,11.7,12.3,13
World,WLD,7951595433,7888963821,7821271846,7742724795,7661177849,7577110140,7490956237,7404251118,101225059591363,97527032881901.1,85577718250195.5,87945574337517.8,86686870786621.5,81550955754739.3,76588030455295.5,75359657218242.5,5.26461597288318,6.03376129229279,6.58528753143071,5.5829801043763,5.75639790322219,5.91614141999205,6.01033134504685,6.04884902024337,7.96757361617945,3.46692585313082,1.9209680056685,2.20607305781525,2.45036243850175,2.25427651934813,1.60553917414213,1.44385719270808,31400967426674,28197310472469.4,22529125404527.9,24865355157709.3,25264084692297.8,23060401214745.1,20927058819393.2,21315096441263.6,12730.1571671098,12362.4642088343,10941.6626777859,11358.4786578376,11315.083985152,10762.8045848545,10224.0659312632,10177.8905141454,71.9963523835841,71.3271567374629,72.242504599067,72.9790204176782,72.7830363532923,72.5413583850165,72.3442006684463,72.0941749992632,NA,NA,31.3565928027454,34.5058484543313,37.6327695308802,38.3868255331835,40.9323483456778,42.0975143516889,3.7748715877533,4.24035573005676,4.44135999679565,4.13747954368591,4.09162998199463,4.18488502502441,4.17230987548828,4.23460125923157,NA,9.2,8.7,8.2,7.7,7.7,7.8,7.8,NA,1265.62472636928,1179.6502672608,1104.43982500276,1086.59817954113,1043.94162332397,1006.46505974109,984.059144955771,27.9,28.6,29.1,29.4,30,30.2,31,32
Afghanistan,AFG,41128771,40099462,38972230,37769499,36686784,35643418,34636207,33753499,14502158192.0904,14266499429.8746,19955929052.1496,18799444490.1128,18053222687.4126,18753456497.8159,18116572395.0772,19134221644.7325,14.1,11.934,11.71,11.224,11.206,11.184,10.1,9.011,NA,NA,NA,2.30237251516819,0.626149149168983,4.97595150553892,4.38389195513893,-0.66170916471352,2665502824.85876,2046123147.09236,2079570874.83738,NA,NA,NA,NA,NA,352.603733092107,355.777826392648,512.055098005672,497.741431256813,492.090630986151,526.140801025756,523.053011984748,566.881129708434,62.879,61.982,62.575,63.565,63.081,63.016,63.136,62.659,NA,NA,46.0870936659706,58.3308722306744,67.2271774798558,65.8623470043896,72.7659101386992,73.4908176326415,NA,NA,NA,NA,NA,4.34319019317627,4.54397010803223,3.2558000087738,NA,30.1,28.8,26.9,24,22.7,21.8,21.3,NA,81.31976318,80.28805542,74.23410797,71.33430481,66.90921783,61.48645782,60.05854034,44.8,46.1,47.4,48.8,50.1,51.5,53,54.6
Albania,ALB,2777689,2811666,2837849,2854191,2866376,2873457,2876101,2880703,18916378860.5488,17930565118.8176,15162734205.2462,15401826127.2539,15156424015.1977,13019726211.7369,11861199830.8396,11386853113.0189,11.588,12.473,12.79,11.466,12.304,13.616,15.418,17.193,6.72520271530048,2.04147163139549,1.62088661717011,1.41109078954246,2.02805963071136,1.98666133171199,1.2754316836741,1.89617402592365,7073859741.47037,5613909458.07573,3435540416.01473,4821429218.47484,4785179280.99214,4110301305.54485,3437126527.98196,3104897778.14706,6810.11404104233,6377.20309553753,5343.0377039956,5396.2142432843,5287.66080067575,4531.03220675893,4124.05538986272,3952.80357364813,76.833,76.463,76.989,79.282,79.184,79.047,78.86,78.644,NA,NA,15.7070036417042,15.70470712234,19.0461862321065,18.5552438171978,17.602163992984,19.121557306579,2.74432992935181,3.02255988121033,3.3422999382019,3.91623997688293,3.15294480323792,3.61172008514404,3.96209001541138,3.43796992301941,NA,4.1,4.1,4.1,4.1,4.2,4.2,4.3,NA,464.74285889,396.88024902,367.75839233,351.3012085,297.4619751,277.04321289,255.35635376,8.4,8.4,8.4,8.3,8.3,8.3,8.4,8.5
Algeria,DZA,44903225,44177969,43451666,42705368,41927007,41136546,40339329,39543154,225560256621.757,186265418570.697,164873415325.201,193459662090.677,194554483655.528,189880896903.073,180763839522.151,187493855609.345,12.437,13.607,14.04,12.285,12.15,12,10.202,11.206,9.26551551551553,7.22606307415477,2.41513094083414,1.95176821052892,4.26999020467084,5.59111590961664,6.39769480268757,4.78444700693889,70931608671.3632,44484853151.5336,25613416650.3651,39481135535.1468,45570702426.4208,38609773040.5942,33417246978.2851,38489004322.7411,5023.25293164928,4216.2512851303,3794.40952448639,4530.10174483631,4640.31414537956,4615.86874364885,4481.08196153066,4741.49977033558,77.129,76.377,74.453,76.474,76.066,75.743,75.732,75.622,NA,NA,25.5526558310447,24.3886086444981,24.9335900639775,24.7521457818965,25.5531525527547,25.6188658260447,4.74924659729004,5.51403284072876,6.1939172744751,5.57536554336548,5.81275129318237,5.73482370376587,6.50210857391357,6.17633008956909,NA,2.5,2.5,2.5,2.5,2.6,2.6,2.6,NA,204.56661987,206.03512573,235.99041748,266.46469116,265.83843994,261.40023804,292.275177,18.7,19.2,19.7,20.1,20.6,21,21.4,21.7
American Samoa,ASM,44273,45035,46189,47321,48424,49463,50448,51368,871000000,750000000,721000000,647000000,639000000,612000000,671000000,673000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409000000,332000000,427000000,399000000,436000000,362000000,429000000,428000000,19673.3901023197,16653.7137781725,15609.7772196843,13672.576657298,13195.9358995539,12372.8847825647,13300.8246114811,13101.5418159165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71514739512663,6.72853173807719,6.98174556652016,6.92339918062073,6.92969282658657,6.34587688465646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,79824,79034,77700,76343,75013,73837,72540,71746,3380602042.84283,3324683011.5903,2891001149.3611,3155149347.80639,3218419896.9641,3000162081.11976,2896610479.73077,2789881258.50362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42350.6970690874,42066.4905178822,37207.2219994994,41328.6004978373,42904.8284559223,40632.2315521995,39931.2169800216,38885.5303222983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08028059086901,9.01087465277866,9.89580638748632,10.0219190390452,10.1068248002358,11.1088936507291,2.64728999137878,2.58397221565247,2.63213038444519,3.15060997009277,3.2467200756073,3.21708989143372,3.23707008361816,3.28034996986389,NA,NA,NA,NA,NA,NA,NA,NA,NA,3505.99145508,3269.29736328,3026.59741211,3164.38842773,2873.29614258,2755.44848633,2688.20629883,2.6,2.7,2.8,2.9,3,3.1,3.2,3.4
Angola,AGO,35588987,34503774,33428486,32353588,31273533,30208628,29154746,28127721,104399746853.401,66505129987.7235,48501561203.5686,70897962732.0277,79450688259.3664,73690154990.7312,52761617225.9253,90496420506.5957,14.693,15.799,16.676,16.497,16.599,16.617,16.58,16.491,21.3552901320822,25.7542948841891,22.271539247051,17.080954143438,19.6289379701521,29.8444799015679,30.6944150806719,9.35597215533784,46353087833.313904,31753057852.3914,18583150427.353,28919814315.7895,32444713329.5102,21373167719.7176,14838933358.413,26926846081.4949,2933.48464381415,1927.47407827687,1450.90511139418,2191.34776433537,2540.50887884546,2439.37443934002,1809.70937719455,3217.33924005417,61.929,61.643,62.261,62.448,62.144,61.68,61.092,60.655,NA,NA,25.1452381976267,24.5988113283925,24.2650153621146,23.9591508117097,25.1807008149163,25.0021502571501,2.3321259021759,2.2971088886261,2.6674473285675,2.07306432723999,2.18351292610168,2.46687889099121,2.75493669509888,3.09999990463257,NA,21.6,20.1,17.5,15.2,14.7,14.4,13.5,NA,64.16342163,55.05102158,64.65779114,83.89920044,112.85147095,94.1061554,107.64356232,45.7,47,48.4,49.9,51.6,53.4,55.4,57.6
Antigua and Barbuda,ATG,93763,93219,92664,92117,91626,91119,90564,89941,1867733333.33333,1601366666.66667,1410796296.2963,1725351851.85185,1661529629.62963,1531151851.85185,1489692592.59259,1437755555.55556,NA,NA,NA,NA,NA,NA,NA,NA,7.53107834634288,2.06299638545334,0.625989707046719,1.43135598182984,1.20715793367008,2.43248789041363,-0.489437796230499,0.968993458825638,1021455555.55556,752377777.777778,591277777.777778,1194092592.59259,1037966666.66667,988692592.592592,1043081481.48148,1016366666.66667,19919.7266867883,17178.5437160522,15224.8585890561,18730.0047966374,18133.8226008953,16803.8702340001,16449.0591470407,15985.5411386971,79.236,78.497,78.841,78.691,78.511,78.268,78.152,77.913,NA,NA,19.6982695582914,19.0584631585727,18.9233007168875,19.0159494088973,19.9208792974299,19.7963197860936,3.6477484703064,2.5746488571167,2.99340319633484,2.30307745933533,2.34948754310608,2.36592817306519,2.25177478790283,2.1441957950592,NA,NA,NA,NA,NA,NA,NA,NA,NA,923.4072876,875.70098877,801.54382324,849.83349609,785.4710083,812.51092529,784.64538574,8.1,8.3,8.5,8.7,8.8,9,9.1,9.2
Argentina,ARG,46234830,45808747,45376763,44938712,44494502,44044811,43590368,43131966,631133384439.944,487902572164.348,385740508436.965,447754683615.225,524819892360.176,643628393281.364,557532320662.955,594749285413.212,6.805,8.736,11.461,9.843,9.221,8.347,8.083,7.58,NA,NA,NA,NA,NA,NA,NA,NA,102871975261.165,87805815481.4708,64053810078.3073,80259482469.139,75766598613.0197,72860557902.7631,69842604407.3878,63671789068.8987,13650.6046294524,10650.8604604345,8500.83793850534,9963.67416171662,11795.1627452798,14613.0356486571,12790.2641396135,13789.060424772,76.064,75.39,75.892,77.284,76.999,76.833,76.308,76.76,NA,NA,14.9081737974407,14.3996238920365,14.1850800443346,13.9690174802422,14.2700594540808,14.6245514656634,4.80521011352539,4.64117002487183,5.27689981460571,4.7716498374939,4.87773990631104,5.45431995391846,5.54548978805542,5.77611017227173,NA,3.2,3.3,3.4,3.4,3.3,2.9,2.7,NA,1044.77270508,895.08465576,1016.23083496,1216.10681152,1494.83605957,1258.3079834,1525.05310059,8.4,8.6,8.9,9.2,9.5,9.8,10.1,10.5
Armenia,ARM,2780469,2790974,2805608,2820602,2836557,2851923,2865835,2878595,19513474648.2429,13878908628.9378,12641698583.2152,13619290539.2116,12457940694.7395,11527458709.0158,10546136235.5219,10553337518.414,8.608,10.012,12.18,12.2,13.212,12.968,12.732,12.468,8.64091108973855,7.18483629443371,1.21143577838465,1.44344660770698,2.52023382001638,0.969553268816138,-1.403607559009,3.73169119261693,9759400463.65368,4983421998.13407,3762799929.1522,5631685777.79462,4907543376.02549,4405338883.1041,3558717725.79882,3137020863.27486,7018.05150434798,4972.78320361917,4505.86774175695,4828.50488626598,4391.92326991474,4041.99507105058,3679.95234740376,3666.14182210905,73.372,72.043,72.173,75.439,75.064,74.906,74.664,74.436,NA,NA,30.5796334750125,32.6618235324139,34.201366074335,34.0153569947094,35.8609078798257,38.1148586893988,2.4918999671936,2.7678499221801798,2.70555996894836,2.57191228866577,2.25586795806885,2.70759010314941,2.75812005996704,2.80591011047363,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,613,552,549,439,419,366,371,9.2,9.6,10.1,10.6,11.1,11.7,12.3,12.9
Aruba,ABW,106445,106537,106585,106442,105962,105439,104874,104257,3544707788.05664,3103184101.51354,2558906303.88098,3395798882.68156,3276184357.5419,3092429050.27933,2983635195.53073,2962907262.56983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25746204335428,3.62604141352961,-1.02828178762012,-0.931195987079561,0.474763597342641,2946524357.5419,2143360223.46369,1415761229.05028,2486899441.34078,2367134078.21229,2243516759.77654,2142859776.53631,2158564245.81006,33300.8388187011,29127.7593841909,24008.1278217477,31902.8098183195,30918.483584133,29329.0817465959,28449.7129463044,28419.2645344661,74.992,74.626,75.723,76.248,76.072,75.903,75.617,75.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43504333496094,4.54875898361206,4.45618057250977,5.49136018753052,5.88826990127563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,26014399,25685412,25649248,25334826,24963258,24592588,24190907,23815995,1692956646855.7,1559033756285.13,1330381544909.3,1394671325960.57,1429733668185.91,1326882104817,1207580901578.72,1351768945139.11,3.701,5.116,6.456,5.159,5.3,5.592,5.711,6.055,6.59409671341846,2.86391042204994,0.846905537459305,1.61076787290379,1.91140094445691,1.94864740944527,1.27699094497324,1.50836672165921,430470188137.656,342626032843.509,318857503698.674,336280198453.879,312447679285.648,281677500416.683,232606961291.863,271139524648.254,65077.676668821,60697.2454358579,51868.2475567823,55049.571919719,57273.5204750079,53954.553494614,49918.7939327254,56758.8692027821,83.2,83.3,83.2,82.9,82.7487804878049,82.5,82.4487804878049,82.4,NA,NA,8.25171746070811,9.33099031566264,7.74121920379958,7.4285359593217,7.20069562395068,7.18466162026884,5.20677661895752,5.33320999145508,5.37828016281128,5.50858879089355,5.40967607498169,5.32125568389893,5.43038558959961,5.46285820007324,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,7055.36816406,5958.765625,5545.91064453,5857.28808594,5813.61376953,5453.92480469,5322.97119141,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3
Austria,AUT,9041851,8955797,8916864,8879920,8840521,8797566,8736668,8642699,470941926750.741,479295362747.047,435049316955.737,444596155845.254,454991174096.102,417261151844.977,395837353031.499,381971148530.543,4.992,6.459,5.201,4.56,4.933,5.561,6.064,5.802,8.5468699318845,2.7666666666667,1.38191063351862,1.53089564152644,1.9983798142954,2.08126911385587,0.891591752655362,0.89656333526032,292375700457.141,268174561561.779,224419959324.063,247910305740.156,252348201943.937,225534464183.706,207444081442.658,202784894360.508,52084.6811953372,53517.8904509612,48789.4978498872,50067.5857265892,51466.5565633634,47429.1584564387,45307.5878620429,44195.8175947748,81.0926829268293,81.190243902439,81.1926829268293,81.8951219512195,81.6926829268293,81.6439024390244,81.6414634146342,81.190243902439,NA,NA,10.9335136815146,11.4645937760057,12.5861934480679,12.1557592255042,12.5143795701306,13.5999635409,4.77447128295898,5.49411010742188,5.57126998901367,5.21779012680054,5.22655010223389,5.37159013748169,5.4796199798584,5.45658016204834,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,6505,5567,5263,5337,4939,4710,4613,2.6,2.7,2.8,2.9,2.9,3,3,3.1
Azerbaijan,AZE,10141756,10137750,10093121,10024283,9939771,9854033,9757812,9649341,78807470588.2353,54825411764.7059,42693000000,48174235294.1176,47112470051.7701,40866627351.9817,37866996882.9157,53076235354.746,5.65,6.04,7.24,5,4.9,5,5,4.96,13.8522590144267,6.65029912708779,2.75980947008127,2.61057182799215,2.26854690373999,12.9359184187335,12.4433748584372,4.02768573742726,47274117647.0588,25487647058.8235,15208764705.8824,23629764705.8824,25484215746.0778,19839874967.6816,17580756547.8197,20060045053.3105,7770.594223351,5408.04535175023,4229.91064904503,4805.75371765917,4739.7943123408,4147.1981423222,3880.6852276838,5500.50364628486,73.488,69.366,66.868,73.102,72.76,72.248,72.004,71.451,NA,NA,21.7269999756599,22.023834941184,23.2360923544978,23.2421881518978,24.3527968807853,25.1867220505416,3.04690003395081,3.7020800113678,4.33204984664917,3.1764600276947,2.45543003082275,2.47381997108459,2.90340995788574,2.95167994499207,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,249,243,197,178,165,168,234,16.1,16.8,17.6,18.4,19.4,20.6,22,23.6
"Bahamas, The",BHS,409984,407906,406471,404557,401906,399020,395976,392697,13136400000,11368900000,9958200000,13016200000,12615800000,12236700000,11745100000,11671900000,9.87,11.694,12.804,10.011,10,9.8,12.7,12,5.60540633583044,2.90491262928478,0.0385210980054558,2.49123527368046,2.26586346678736,1.51820700736147,-0.346376929989397,1.86148302863371,5179300000,3353500000,2413900000,4629100000,4521500000,3950200000,3901400000,4241300000,32041.2503902591,27871.3723259771,24499.1647620617,32173.9581814182,31389.9269978552,30666.8838654704,29661.1410792573,29722.4068429349,74.358,71.598,72.677,71.205,73.806,73.632,73.537,73.104,NA,NA,18.9393918728687,18.5659528939643,18.5796799431178,18.3612464143857,18.49778336767,19.1256311837319,2.83657622337341,3.00693249702454,3.7900116443634,2.6171863079071,2.48519492149353,2.69140648841858,2.58660674095154,2.29697513580322,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961.67785645,1824.87536621,1898.85632324,1898.81311035,2076.14160156,1698.39001465,1558.79882813,11.2,11.3,11.5,15.4,11.7,11.8,11.9,12
Bahrain,BHR,1472233,1463265,1477469,1494188,1487340,1456834,1409661,1362142,44383297872.3404,39288670212.766,34621807712.766,38653318085.1064,37802005319.1489,35423643617.0213,32250132978.7234,31125851063.8298,1.326,1.551,1.767,1.226,1.202,1.196,1.195,1.166,3.62574104304482,-0.60631938514085,-2.31770629331379,1.00582004702137,2.08766938046978,1.38671830576406,2.78679347602044,1.84862742374977,NA,35234574468.0851,25249202127.6596,29564361702.1277,29959042553.1915,26881914893.617,23918617021.2766,25805319148.9362,30146.925026365,26850.0033915702,23433.1872362574,25869.1129129041,25415.8466249472,24315.4975906804,22877.9351764172,22850.6653959938,79.246,78.76,79.174,80.019,79.857,79.689,79.557,79.405,NA,NA,58.4950629834781,59.9655174851019,71.8872328410934,61.237494601176,64.2193035294402,71.5594978371491,1.98779726028442,2.22135806083679,2.55237460136414,2.38460445404053,2.38893985748291,2.32781004905701,2.80248284339905,2.66808009147644,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.47277832,1105.3248291,1024.39050293,1049.0612793,1098.74328613,1111.42993164,1134.46166992,5.6,5.7,5.9,6,6.1,6.2,6.4,6.5
Bangladesh,BGD,171186372,169356251,167420951,165516222,163683958,161793964,159784568,157830000,460131688909.301,416271647002.435,373979442653.343,351231655150.827,321362751137.574,293732447017.328,265224514652.992,195146607942.291,5.247,5.815,5.828,4.693,4.532,4.372,4.35,4.382,7.69695437176898,5.54565430773473,5.69107474746211,5.59199639930629,5.54362139486476,5.70207015717239,5.51352572692995,6.19428022984984,59275206064.019,44386125344.9789,39053880590.2555,45992932926.7723,40732047238.7819,37655756243.1882,36922447019.7655,33831930824.4698,2687.89906307087,2457.96446570157,2233.76728192962,2122.03765230231,1963.31244102476,1815.47222007199,1659.88817301175,1236.4354555046,73.698,72.381,71.968,72.806,72.567,71.788,71.09,70.491,NA,NA,42.3813762359965,50.3645265388691,59.513577848333,58.3439766448258,63.6784141329752,64.1084295201163,1.71183669567108,1.83117997646332,1.76528060436249,1.68138802051544,1.65589129924774,1.85040032863617,2.22119998931885,1.87225413322449,NA,11.2,11.7,11.8,12.7,13.6,14.3,14.8,NA,57.93856812,50.66413116,47.66782379,44.74491119,42.27734375,39.55920792,33.53680038,24.1,24.9,25.7,26.7,27.8,28.9,30.1,31.4
